evidence_id,request_id,source_id,claim,excerpt,entity,topic,date,confidence,credibility,recency_score,duplicate_flag,contradiction_flag,validation
ev-04283,req-0165,src-00468,Investment activity increased in Australia,DEMO evidence excerpt: investment activity increased in australia based on the referenced financial press source. This row is synthetic test data and not a real-world citation.,NVIDIA,value leakage,2025-01-17,0.7,63,84,no,no,review
ev-04284,req-0149,src-01047,Pricing pressure is increasing in United Kingdom,DEMO evidence excerpt: pricing pressure is increasing in united kingdom based on the referenced company filing source. This row is synthetic test data and not a real-world citation.,Vestas,technology adoption,2025-04-28,0.91,99,74,no,yes,pass
ev-04285,req-0312,src-00676,Investment activity increased in Australia,DEMO evidence excerpt: investment activity increased in australia based on the referenced research publication source. This row is synthetic test data and not a real-world citation.,Tata Motors,product launches,2024-05-28,0.98,96,95,yes,no,pass
ev-04286,req-0425,src-01768,The evidence indicates a potential value-leakage theme in United Kingdom,DEMO evidence excerpt: the evidence indicates a potential value-leakage theme in united kingdom based on the referenced company filing source. This row is synthetic test data and not a real-world citation.,Siemens Gamesa,risk & exposure,2025-05-29,0.83,91,64,no,no,pass
ev-04287,req-0114,src-01014,Customer behavior is changing in India,DEMO evidence excerpt: customer behavior is changing in india based on the referenced regulatory authority source. This row is synthetic test data and not a real-world citation.,Tesla,competitor movement,2026-03-16,0.73,83,59,no,yes,pass
ev-04288,req-0218,src-01390,Working-capital exposure is concentrated in selected segments in Global,DEMO evidence excerpt: working-capital exposure is concentrated in selected segments in global based on the referenced regulatory authority source. This row is synthetic test data and not a real-world citation.,GE HealthCare,supply chain,2026-03-24,0.85,92,64,no,no,pass
ev-04289,req-0470,src-00986,Technology adoption is expanding in Global,DEMO evidence excerpt: technology adoption is expanding in global based on the referenced financial press source. This row is synthetic test data and not a real-world citation.,Microsoft,pricing & demand,2025-06-23,0.77,84,61,no,yes,pass
ev-04290,req-0243,src-01853,Demand is shifting toward premium offerings in United States,DEMO evidence excerpt: demand is shifting toward premium offerings in united states based on the referenced government statistics source. This row is synthetic test data and not a real-world citation.,Philips,pricing & demand,2026-01-15,0.83,85,97,no,yes,pass
ev-04291,req-0191,src-01307,Competitor announced a new partnership in Japan,DEMO evidence excerpt: competitor announced a new partnership in japan based on the referenced company filing source. This row is synthetic test data and not a real-world citation.,HSBC,working capital,2025-04-22,0.87,90,82,no,no,pass
ev-04292,req-0141,src-01588,Competitor announced a new partnership in Southeast Asia,DEMO evidence excerpt: competitor announced a new partnership in southeast asia based on the referenced company newsroom source. This row is synthetic test data and not a real-world citation.,Unilever,supply chain,2024-11-03,0.96,81,96,no,yes,pass
ev-04293,req-0423,src-00667,Pricing pressure is increasing in Southeast Asia,DEMO evidence excerpt: pricing pressure is increasing in southeast asia based on the referenced company filing source. This row is synthetic test data and not a real-world citation.,Mahindra,pricing & demand,2024-08-23,0.64,99,70,yes,no,review
ev-04294,req-0120,src-01942,Supply constraints remain a monitored risk in Japan,DEMO evidence excerpt: supply constraints remain a monitored risk in japan based on the referenced company filing source. This row is synthetic test data and not a real-world citation.,Alibaba,product launches,2026-07-17,0.64,72,85,no,no,review
ev-04295,req-0051,src-01471,Customer behavior is changing in India,DEMO evidence excerpt: customer behavior is changing in india based on the referenced industry association source. This row is synthetic test data and not a real-world citation.,Philips,value leakage,2024-09-29,0.91,86,66,no,yes,pass
ev-04296,req-0383,src-00525,Customer behavior is changing in United Kingdom,DEMO evidence excerpt: customer behavior is changing in united kingdom based on the referenced government statistics source. This row is synthetic test data and not a real-world citation.,Unilever,regulation,2025-08-29,0.65,98,60,no,no,pass
ev-04297,req-0259,src-00261,Market growth is accelerating in United Kingdom,DEMO evidence excerpt: market growth is accelerating in united kingdom based on the referenced research publication source. This row is synthetic test data and not a real-world citation.,Tesla,partnerships,2024-01-03,0.8,82,81,no,yes,pass
ev-04298,req-0273,src-00803,Supply constraints remain a monitored risk in Middle East,DEMO evidence excerpt: supply constraints remain a monitored risk in middle east based on the referenced government statistics source. This row is synthetic test data and not a real-world citation.,Maersk,customer behavior,2026-07-08,0.74,77,87,yes,no,pass
ev-04299,req-0222,src-00763,Supply constraints remain a monitored risk in Europe,DEMO evidence excerpt: supply constraints remain a monitored risk in europe based on the referenced company filing source. This row is synthetic test data and not a real-world citation.,Meta,product launches,2026-03-13,0.74,92,88,no,no,pass
ev-04300,req-0317,src-00524,Pricing pressure is increasing in Japan,DEMO evidence excerpt: pricing pressure is increasing in japan based on the referenced trade publication source. This row is synthetic test data and not a real-world citation.,Anthropic,technology adoption,2025-03-09,0.66,74,84,yes,no,pass
ev-04301,req-0252,src-00817,Investment activity increased in Europe,DEMO evidence excerpt: investment activity increased in europe based on the referenced market data provider source. This row is synthetic test data and not a real-world citation.,Medtronic,investment trends,2025-03-24,0.77,60,97,no,no,review
ev-04302,req-0395,src-01856,Customer behavior is changing in Canada,DEMO evidence excerpt: customer behavior is changing in canada based on the referenced trade publication source. This row is synthetic test data and not a real-world citation.,AMD,customer behavior,2025-09-17,0.61,65,74,yes,no,review
ev-04303,req-0048,src-01614,Working-capital exposure is concentrated in selected segments in Middle East,DEMO evidence excerpt: working-capital exposure is concentrated in selected segments in middle east based on the referenced government statistics source. This row is synthetic test data and not a real-world citation.,DHL,partnerships,2025-01-06,0.61,62,62,no,no,review
ev-04304,req-0416,src-01164,Competitor announced a new partnership in Europe,DEMO evidence excerpt: competitor announced a new partnership in europe based on the referenced company filing source. This row is synthetic test data and not a real-world citation.,Stripe,operational efficiency,2025-06-10,0.74,71,94,no,no,pass
ev-04305,req-0302,src-00974,Supply constraints remain a monitored risk in United Kingdom,DEMO evidence excerpt: supply constraints remain a monitored risk in united kingdom based on the referenced company filing source. This row is synthetic test data and not a real-world citation.,Intel,investment trends,2025-12-16,0.94,84,98,yes,yes,pass
ev-04306,req-0442,src-00099,Competitor announced a new partnership in India,DEMO evidence excerpt: competitor announced a new partnership in india based on the referenced financial press source. This row is synthetic test data and not a real-world citation.,Medtronic,technology adoption,2024-09-26,0.92,84,80,no,no,pass
ev-04307,req-0166,src-00309,Technology adoption is expanding in India,DEMO evidence excerpt: technology adoption is expanding in india based on the referenced research publication source. This row is synthetic test data and not a real-world citation.,Flipkart,technology adoption,2026-06-22,0.59,70,65,yes,no,review
ev-04308,req-0122,src-00301,Supply constraints remain a monitored risk in Global,DEMO evidence excerpt: supply constraints remain a monitored risk in global based on the referenced trade publication source. This row is synthetic test data and not a real-world citation.,PayPal,pricing & demand,2024-06-23,0.6,83,78,no,no,pass
